0,0.04,0.04
1,0.0400162,0.0399838
2,0.040065,0.039935
3,0.0401465,0.0398538
4,0.0402608,0.03974
5,0.0404083,0.0395936
6,0.0405893,0.0394146
7,0.0408044,0.039203
8,0.041054,0.0389586
9,0.0413388,0.0386815
10,0.0416595,0.0383715
11,0.042017,0.0380286
12,0.0424122,0.0376527
13,0.0428462,0.0372437
14,0.04332,0.0368017
15,0.0438351,0.0363265
16,0.0443927,0.035818
17,0.0449943,0.0352763
18,0.0456417,0.0347013
19,0.0463366,0.034093
20,0.0470809,0.0334515
21,0.0478768,0.0327769
22,0.0487264,0.0320691
23,0.0496323,0.0313285
24,0.0505971,0.0305551
25,0.0516235,0.0297493
26,0.0527147,0.0289114
27,0.0538739,0.0280419
28,0.0551046,0.0271412
29,0.0564107,0.02621
30,0.0577961,0.0252491
31,0.0592653,0.0242594
32,0.0608229,0.023242
33,0.0624741,0.0221981
34,0.0642241,0.0211292
35,0.0660788,0.0200371
36,0.0680444,0.0189238
37,0.0701276,0.0177915
38,0.0723357,0.0166429
39,0.0746763,0.0154811
40,0.0771577,0.0143095
41,0.0797889,0.0131322
42,0.0825794,0.0119537
43,0.0855395,0.0107792
44,0.0886802,0.00961457
45,0.0920134,0.00846646
46,0.0955518,0.00734248
47,0.0993093,0.00625123
48,0.1033,0.00520241
49,0.107541,0.00420704
50,0.112048,0.00327753
51,0.11684,0.00242793
52,0.121937,0.00167409
53,0.127359,0.00103391
54,0.13313,0.000527566
55,0.139273,0.000177847
56,0.145816,1.04423e-05
57,0.152786,5.43263e-05
58,0.160213,0.000342178
59,0.16813,0.000910857
60,0.176571,0.00180194
61,0.185576,0.00306233
62,0.195182,0.00474495
63,0.205434,0.00690957
64,0.216378,0.00962364
65,0.228063,0.0129634
66,0.240542,0.0170149
67,0.253872,0.0218757
68,0.268114,0.0276559
69,0.283331,0.0344803
70,0.299595,0.0424904
71,0.316977,0.0518465
72,0.335558,0.0627305
73,0.355421,0.0753494
74,0.376656,0.0899384
75,0.399356,0.106765
76,0.423623,0.126135
77,0.449565,0.148397
78,0.477293,0.173948
79,0.506927,0.203246
80,0.538595,0.236814
81,0.572429,0.275252
82,0.60857,0.319253
83,0.647165,0.369614
84,0.688369,0.427258
85,0.732345,0.493254
86,0.779263,0.568843
87,0.829299,0.655473
88,0.882638,0.754831
89,0.939472,0.868898
90,1,1
